"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"15356","Analytics",5250000,"USA",52.1428571428571,8,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"15357","Software",6.5e+07,"USA",35,8,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15358","Security",1060000,"USA",82,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15359","Mobile",3547000,"USA",172.571428571429,11,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15360","Analytics",50000,"NLD",0,1,354.665676198768,128.227526568986,1097.738,22.45,-0.411764705882353,45.6166666666667,0.111111111111111,"0"
"15361","Medical Devices",404688,"CAN",0,1,505.85272116889,104.649017577806,1510.416,18.9333333333333,-0.444444444444444,41.3,0.195652173913043,"0"
"15362","Clean Technology",155000,"USA",77.1428571428571,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15363","Consumer Electronics",12776691,"USA",111.857142857143,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"1"
"15364","Curated Web",5e+06,"GBR",0,1,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"15365","Consumers",521000,"SGP",0,2,477.426460215571,198.841396017027,1752.898,15.5666666666667,-0.142857142857143,19.0666666666667,0.8,"0"
"15366","Software",415000,"GBR",0,1,332.650930201571,195.847532994419,512.516,40.1166666666667,-0.383333333333333,37.65,-0.354166666666667,"0"
"15367","Clean Technology",1e+07,"USA",0,2,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15368","Curated Web",3095517.74153607,"GBR",133.714285714286,3,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"15369","Application Performance Monitoring",89891428,"USA",485,21,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"15370","Social Media",1100000,"USA",0,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15371","Shared Services",1.8e+07,"KOR",0,1,489702.373787573,247633.720546129,1557673.234,16.1666666666667,-0.5,11,0.666666666666667,"0"
"15372","Social Media",1500000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15373","Digital Media",7e+06,"USA",94.8571428571429,9,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15374","Advertising",1277939,"ESP",91.1428571428571,4,354.665676198768,128.062318228275,1097.19,31.1333333333333,-0.307692307692308,32.8166666666667,0.111111111111111,"0"
"15375","M2M",1300000,"USA",117.857142857143,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15376","Advertising",20000,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15377","Internet Marketing",4800000,"USA",21.4285714285714,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15378","Education",1766199900,"USA",210.285714285714,30,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15379","Nonprofits",3.98e+08,"USA",124.714285714286,8,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15380","Games",1.52e+08,"USA",377,11,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15381","Social Commerce",1320384,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15382","Software",20000,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15383","Design",4e+05,"RUS",0,1,32694.9996306408,5421.67666470438,45679.85,7.45,-0.833333333333333,4.9,-0.8,"0"
"15384","Brand Marketing",4300000,"USA",92.5714285714286,6,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"15385","Software",154392,"ESP",0,4,354.665676198768,128.227526568986,1097.738,32.3666666666667,-0.341463414634146,29.8833333333333,5.8,"0"
"15386","Analytics",1850000,"HKG",107.428571428571,2,3170.63543963043,1486.59294852357,11091.95,20.65,0.3125,20.25,-0.736842105263158,"0"
"15387","Facebook Applications",44704926,"ESP",160.714285714286,8,354.665676198768,292.741033628701,928.532,36.2666666666667,-0.68,25.5666666666667,-0.470588235294118,"0"
"15388","Enterprise Software",250000,"AUS",0,1,515.222230010564,116.94281709451,1543.538,27.9,3.33333333333333,34.1333333333333,5.33333333333333,"0"
"15389","Advertising",29331159,"USA",120.857142857143,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15390","Advertising",1708480,"USA",105.571428571429,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15391","E-Commerce",1e+06,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15392","Enterprise Software",11750000,"USA",89.7142857142857,5,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15393","Promotional",3800000,"ISR",129.571428571429,4,1338.02627967053,796.503358643264,5063.994,12.5333333333333,-0.5,10.3166666666667,-0.25,"0"
"15394","Event Management",9500000,"USA",115.142857142857,17,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15395","Social Media Marketing",6005000,"USA",151.428571428571,14,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15396","Advertising",730000,"ARG",60.8571428571429,3,32121.5637077742,4427.21494650192,10917.584,22.9,0.0344827586206897,12.05,-1,"0"
"15397","Social Media",58800000,"CHN",174.571428571429,5,2423.75249523914,1437.55268144162,8875.868,19.8333333333333,2.35,7.46666666666667,-1,"0"
"15398","Advertising",1701601,"USA",57.2857142857143,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15399","Games",240000,"USA",0,2,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"15400","Analytics",3269528,"GBR",81.1428571428571,8,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"15401","Advertising",5e+05,"USA",0,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15402","Clean Technology",872482,"ESP",0,1,354.665676198768,128.227526568986,1097.738,32.3666666666667,-0.341463414634146,29.8833333333333,5.8,"0"
"15403","Enterprise Software",9400000,"USA",51.2857142857143,3,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15404","Content",1.5e+07,"USA",290.428571428571,4,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15405","E-Commerce",298836,"DEU",0,1,354.665676198768,292.741033628701,928.532,28,-0.290322580645161,42.4666666666667,-0.392156862745098,"1"
"15406","Consulting",320000,"IND",0,3,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"15407","Games",456506,"CAN",0,2,505.85272116889,308.251691852616,1302.954,17.0833333333333,-0.526315789473684,37.55,-0.122448979591837,"1"
"15408","Finance",12000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"15409","Analytics",339071,"BEL",51,4,354.665676198768,128.062318228275,1097.19,17.8333333333333,-0.166666666666667,27.55,-0.166666666666667,"0"
"15410","Advertising",27030000,"USA",280,17,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15411","Content",1100000,"USA",0,4,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15412","Internet",3e+06,"GBR",56,1,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"15413","Social Media",1900000,"USA",42.1428571428571,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"15414","Databases",1e+05,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"1"
"15415","Games",10618475,"KOR",16,1,489702.373787573,228283.611324908,1498484.766,14.5166666666667,-0.0833333333333333,10.0833333333333,2.25,"0"
"15416","Apps",272633,"GBR",44,12,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"15417","Interest Graph",1820000,"USA",31.2857142857143,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"15418","Advertising",3e+05,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15419","Advertising",138000,"CHE",0,5,323.323369107507,181.55022335431,1306.73,18.35,-0.454545454545455,30.3666666666667,-0.025,"0"
"15420","Advertising Platforms",2e+05,"RUS",94.8571428571429,1,32694.9996306408,10616.6445134901,52403.462,5.33333333333333,-0.666666666666667,3.08333333333333,-0.6,"0"
"15421","Advertising",1e+07,"USA",73.7142857142857,7,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"15422","Social Media",1500000,"USA",0,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15423","Curated Web",5e+05,"USA",0,2,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"15424","iPhone",12750000,"USA",0,12,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15425","Analytics",1150000,"USA",0,4,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15426","Personal Data",3535000,"GBR",109.571428571429,5,332.650930201571,168.966802123968,870.038,40.7166666666667,0.133333333333333,32.75,-0.03125,"0"
"15427","Entertainment",20000,"USA",44.4285714285714,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15428","Finance",512000,"USA",123.571428571429,7,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15429","Software",1e+07,"USA",0,7,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"15430","Curated Web",290000,"USA",0,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15431","Finance",415000,"USA",11.8571428571429,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"15432","Advertising",45000,"USA",8.42857142857143,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15433","Advertising",1500000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15434","Charity",1850000,"USA",166,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15435","Social Media",1315000,"USA",17.1428571428571,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15436","Enterprise Software",15022208,"USA",331.428571428571,10,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"15437","Young Adults",1e+08,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"15438","Consumer Lending",28737450,"AUS",39,7,515.222230010564,80.1404026069248,1506.574,25.1166666666667,1.21428571428571,29.95,-0.342857142857143,"0"
"15439","Enterprise Software",3e+05,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15440","Search Marketing",325000,"IND",0,1,33381.9487012152,6411.86518753553,79270.754,3.13333333333333,-0.125,7.91666666666667,-0.7,"0"
"15441","Advertising",3e+05,"USA",27.2857142857143,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"15442","Games",7459110,"CHN",165.285714285714,2,2423.75249523914,1156.0872190367,5286.208,18.9833333333333,-0.0666666666666667,3.51666666666667,-0.714285714285714,"0"
"15443","Analytics",54500000,"USA",352.857142857143,10,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15444","Curated Web",7500000,"USA",76.1428571428571,8,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15445","Education",750000,"USA",0,6,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"15446","Machine Learning",7200000,"USA",57.8571428571429,16,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15447","News",12650000,"USA",94.7142857142857,6,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"15448","Social Media",1200000,"USA",17.5714285714286,13,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15449","Biotechnology",8500000,"USA",201.285714285714,7,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15450","Consulting",50000,"RUS",0,1,32694.9996306408,16524.605180101,59832.982,3.95,-0.8,2.61666666666667,0.5,"0"
"15451","Health Care",19633619,"USA",342.428571428571,4,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"15452","Banking",2.36e+08,"JPN",0,2,38839.0739421941,3308.72951682817,138112.524,28.8333333333333,7.33333333333333,25.3333333333333,0.875,"0"
"15453","Mobile",45000,"HKG",0,1,3170.63543963043,1544.59088864333,10477.134,16.15,-0.333333333333333,16.5,1,"0"
"15454","Cloud Computing",3e+07,"USA",25.1428571428571,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"15455","Mobile",56170000,"GBR",66.4285714285714,8,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"15456","Network Security",9800000,"USA",0,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"15457","Accounting",6e+05,"ARG",0,1,32121.5637077742,1991.82604200266,7351.68,24.05,0.380952380952381,10.7333333333333,-0.814814814814815,"0"
"15458","Advertising Platforms",42500000,"USA",283,14,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"15459","EdTech",2e+06,"USA",0,3,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"15460","E-Commerce",1399997,"USA",50.5714285714286,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"15461","B2B",12000,"CAN",0,1,505.85272116889,113.033210164093,1522.52,17.1,0.545454545454545,47.5833333333333,0.65625,"0"
"15462","Photography",1e+06,"TWN",0,1,11538.748511734,1934.14009935165,39072.018,19.7166666666667,-0.272727272727273,5.03333333333333,2,"0"
"15463","Analytics",1030000,"IND",200.428571428571,2,33381.9487012152,17673.8506551931,69608.658,7.43333333333333,-0.5,14.5833333333333,-0.8,"0"
"15464","Clean Technology",5e+06,"ISR",0,1,1338.02627967053,996.184462451608,5103.386,11.6166666666667,-0.272727272727273,11.5333333333333,-0.166666666666667,"0"
"15465","Consumer Electronics",56256014,"USA",216.857142857143,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"15466","Clean Technology",22921790,"SWE",271.428571428571,8,3592.94496040463,2237.78527362435,7362.88,12.9833333333333,1.8,19.4,0.192307692307692,"0"
"15467","Mobile",1122467,"ESP",287.571428571429,3,354.665676198768,180.186576914042,640.76,38.8833333333333,-0.633802816901408,28.6166666666667,-0.307692307692308,"0"
"15468","Clean Technology",26590000,"FRA",33,4,354.665676198768,180.186576914042,640.76,32.9666666666667,1.58823529411765,19.0333333333333,3.42857142857143,"0"
"15469","Semiconductors",33800000,"CAN",168.714285714286,10,505.85272116889,225.836926852098,1408.006,16.85,0.571428571428571,37.0166666666667,-0.235294117647059,"0"
"15470","Agriculture",1025000,"ARG",83.5714285714286,2,32121.5637077742,1991.82604200266,7351.68,24.05,0.380952380952381,10.7333333333333,-0.814814814814815,"0"
"15471","Renewable Energies",339987,"GBR",0,1,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
